,Estimate your total available addressable market size: [log10.1],How much revenue does your startup currently make per month? [log10.1],No of Users [log10.1],No of Payers [log10.1],Payers / Users,user growth / month [log10.1],Payer growth / month [log10.1],User growth / 6 months [log10.1],Payer growth / 6 months [log10.1],Churn rate - User,Churn rate - Payer,Activation,Retention,Total activation [log10.1],Product Development [Team Focus],50/50 [Team Focus],Customer Development & Acquisition [Team Focus],Other [Team Focus],Subscription [Primary revenue stream],Transaction Fee [Primary revenue stream],Advertising [Primary revenue stream],License Fee [Primary revenue stream],Virtual Goods [Primary revenue stream],Lead Generation [Primary revenue stream],Ownership [Primary revenue stream],Other [Primary revenue stream],Consulting [Primary revenue stream],Data [Primary revenue stream],Listing Fee [Primary revenue stream],Hardware [Primary revenue stream],Sponsorship [Primary revenue stream],Rental [Primary revenue stream],Building Product [Biggest Challenge],Customer Acquisition [Biggest Challenge],Funding [Biggest Challenge],Building The Team [Biggest Challenge],Business Model [Biggest Challenge],Over Capacity / Too Much To Do [Biggest Challenge],Minimum Viable Product [Biggest Challenge],Product Market Fit [Biggest Challenge],Critical Mass [Biggest Challenge],N/A [Biggest Challenge],Staying Focused & Disciplined [Biggest Challenge],Revenue [Biggest Challenge],Problem Solution Fit [Biggest Challenge],Scaling [Biggest Challenge],Leadership & Team Alignment [Biggest Challenge],Partnership [Biggest Challenge],Legal [Biggest Challenge],Regulations [Biggest Challenge]
Other [Primary revenue stream],-0.01238037823535106,0.013349887372857194,-0.012188461585471065,0.019807740689217323,0.04470754944122887,-0.012694697081717566,-0.0026972668071244435,-0.00913313779874812,-0.008701631527580193,0.004452098317064621,0.001796081751875954,0.0029520959827189597,0.001462445997571651,0.0224473851540598,0.005636146312433248,0.004404909195242133,0.012917749270929778,0.046649537437601765,-0.11596715793444404,-0.06289060447131298,-0.046238719707864015,-0.040336068077072684,-0.02983289510187489,-0.026220573467749437,-0.023014214902295098,1.0,-0.022101185334956867,-0.020695650846178554,-0.02069565084617792,-0.01989045359838081,-0.017499493102482246,-0.013419738717343763,0.0035801961816256285,-0.003794719123368555,0.004936579307439008,0.006703724475466352,0.010639617506923509,0.016815534309267677,-0.0029231063235694316,0.021842714449740733,-0.006735558512652635,-0.01336315110339961,-0.0063609421821150215,0.022534294394066352,-0.012803906872710769,0.02288229610257285,-0.003730858389530156,-0.00723863370391798,0.0056997666376573195,0.03355110365725538
Consulting [Primary revenue stream],-0.05549715281242589,0.008289519940446088,-0.026947247936764965,0.004047624527462728,0.06333090440315854,-0.014132452545961845,-0.01111362199494234,-0.026010080556892155,-0.028929142225723653,-0.0280052701450458,-0.011783170209448263,-0.008591168096101552,-0.010500381646344144,-0.03398519724597297,-0.025218096707852695,0.014560457009130025,0.040892303827244486,0.03308506844073806,-0.11224405660183225,-0.06087151477829455,-0.044754235289788835,-0.03904108705412142,-0.028875116248893832,-0.025378767444753557,-0.022275348349926366,-0.022101185334956867,1.0,-0.020031221307532758,-0.020031221307533677,-0.019251874748842688,-0.016937675539214988,-0.012988900814685475,-0.035540246539444896,0.05593862165879154,-0.025148558671370502,-0.0034354828603111905,0.03701459722756181,0.030135528780092038,0.002876614250173292,-0.006142095892229992,-0.005144608329095508,-0.021383459388712816,0.004886656657547613,0.014186663276728784,0.009707031757453547,0.0060427689467017695,0.018450998472017335,0.0016143395139419973,0.006697991788264049,-0.008165253608798223
Data [Primary revenue stream],0.015663415890667942,-0.007763396036617412,-0.021462051507279107,-0.044146447785774735,-0.019292327296916618,0.00712321574991348,0.010864703880197961,-0.004752969102642178,-0.008870015458654377,0.007794281974863958,-0.002635179713288925,0.031023778016595366,0.03081024897338723,0.011397868055741523,0.025474519958810348,0.0025502034791319928,-0.015104482481741977,0.014643293579059765,-0.10510584702967646,-0.05700036433507772,-0.04190807024183268,-0.036558252151723314,-0.02703879067901316,-0.023764793696931408,-0.020858737888501448,-0.020695650846178554,-0.020031221307532758,1.0,-0.018757327080893095,-0.018027543405383272,-0.015860516700478937,-0.012162866021090853,-0.002340515886742413,-0.01491877982510065,0.026586364629206164,0.022002759232771788,0.008310919952419933,-0.01878668137249305,0.019125633566503833,-0.016876845346986143,0.026451167592193594,-0.004543489511114326,-0.0020960022074962325,-0.0157145275726569,0.007521459767775333,0.002207025521048522,0.0143014714753294,0.0036022565286896835,0.008730787291109567,-0.007645980756104984
Listing Fee [Primary revenue stream],-0.0014026311305834441,-0.01276008413677608,0.0050650762580787285,-0.020710503434596537,-0.04705128554850811,0.004375453834499578,0.012205001017099374,0.007836887429282948,0.008571222066580213,0.01954671500560372,-0.015140316951310415,0.011957584848092761,-0.007313586313745525,-0.0009530861506610829,0.0202620504876054,0.006231477272099756,-0.004955017740481949,0.008790017534806956,-0.105105847029672,-0.05700036433507719,-0.04190807024183382,-0.036558252151723286,-0.027038790679012954,-0.023764793696931106,-0.02085873788850232,-0.02069565084617792,-0.020031221307533677,-0.018757327080893095,1.0,-0.01802754340538389,-0.015860516700478573,-0.01216286602109121,-0.00012009197235609762,-0.002491230296714589,-0.020220972358909954,0.004798874246916993,-0.006047309547883856,0.010815541859958065,0.007413036266087719,0.0016994416783861319,0.03592019524930906,0.0004166768018992966,0.029307892935848585,0.018045483454882633,-0.009603820244966189,-0.0044755709172483935,-0.008267497130110919,0.02954447412619254,0.008730787291110449,-0.0076459807561048265
Hardware [Primary revenue stream],-0.005438038373849338,0.012601079103667404,-0.03388101343191525,0.0064439344990303,0.054723057636465684,-0.016645528990223084,-0.0028608793405366733,-0.01871584066161508,0.005638407709774456,-0.03854655232447426,0.010508319934303241,-0.003143060298004474,-0.008157409631867306,-0.026419099302926387,0.017397643673141845,0.011822029739448398,-0.014187271796303287,0.01681032455873646,-0.10101653670140176,-0.054782674404605616,-0.040277570043024714,-0.03513589514369784,-0.025986803476469932,-0.022840186559834125,-0.020047195479654487,-0.01989045359838081,-0.019251874748842688,-0.018027543405383272,-0.01802754340538389,1.0,-0.015243438045121224,-0.011689650352817988,0.011823639879046128,-0.003491865073623866,0.025623500009852567,0.007829698598939111,-0.0035742564137598546,0.021544266882608562,-0.006059136532465287,0.008629982505424998,-0.009873605267193582,-0.023435450397642537,-0.011259414304816468,0.0028739993307752474,-0.020202830811761663,0.010626762268523104,0.01609001070786178,0.004809829020044432,0.020543334403718208,-0.007348501700855435
Sponsorship [Primary revenue stream],-0.022114146159601507,-0.013412069958582169,0.017934422460799043,-0.037469856616746504,-0.045998475267473186,0.011975591076329964,-0.0018267767102621963,0.03854123651040275,0.017923468124727098,0.00896479247685474,0.006833755500776445,0.03665689289469727,0.02515040097375431,0.0220817599458115,-0.0034353625495311983,0.020832870804000193,0.005791478708709379,-0.0035420547941397273,-0.08887369905865902,-0.04819744447441774,-0.03543594698162122,-0.030912334486256916,-0.022863022501861292,-0.020094649183653605,-0.01763739360116516,-0.017499493102482246,-0.016937675539214988,-0.015860516700478937,-0.015860516700478573,-0.015243438045121224,1.0,-0.01028447917025913,0.0003066089400671223,-0.011152757714808932,0.01468621831618568,-0.006567867529822118,0.017056768764003714,-0.006634910224794889,-0.0037790857350844904,0.005193112305965883,0.034028034201830946,-0.008947716226122967,0.005154826017130606,0.008432331978170164,0.009088087384543954,0.0006377979188719566,0.0043487764042539085,-0.011577928962504081,0.014112597907179789,-0.0064651645168181514
Rental [Primary revenue stream],-0.02198245708100895,-0.016989060590618475,-0.02185814260847192,0.014465122628729248,0.054517502837327675,0.0009922560214739827,0.006666658403574016,-0.026428654975002963,-0.00019224565940821576,-0.010876059232707055,-0.005919599629662458,-0.017785054511750425,-0.0101630618313408,-0.0029585680412985856,-0.0058155736999303135,0.012606022333694056,0.015853260176661995,0.0045834250054565704,-0.06815407813394635,-0.03696090554751787,-0.027174567109463303,-0.023705569613895368,-0.017532838606632784,-0.015409871593544443,-0.013525489703983063,-0.013419738717343763,-0.012988900814685475,-0.012162866021090853,-0.01216286602109121,-0.011689650352817988,-0.01028447917025913,1.0,-0.0011788918024582102,-0.005123182892901917,0.0152440491463466,0.002586779758547019,0.02127142949836483,0.012094195301825001,-0.014552520375750722,-0.016966236850862425,0.03394658718074157,-0.01581148562068411,-0.006949046312608128,-0.005253586983758497,-0.004921009274709133,-0.001372737069264022,0.001238937963890653,0.004314854757566609,0.023505987184904178,-0.00495790467028107
Building Product [Biggest Challenge],0.004745678826238229,-0.03965531177824188,-0.1415331453182323,-0.13766476056780586,-0.055002783826719436,0.01876704887161291,-0.002138584083582383,0.009025596593788517,-0.003730670897395908,-0.00734560610278895,-0.01673091856745068,0.0038116277260128056,-0.001849453545241311,-0.06297622784552076,0.21433323154026895,-0.04569248734821687,-0.08374829287968488,-0.025518439925329747,0.02540476514126966,0.024421455293614964,0.06497051050070855,-0.004741387204059043,0.03896247829838724,0.005097658598728577,0.01850438555703977,0.0035801961816256285,-0.035540246539444896,-0.002340515886742413,-0.00012009197235609762,0.011823639879046128,0.0003066089400671223,-0.0011788918024582102,1.0,-0.1880856920961466,-0.16424353011430917,-0.12550220768753234,-0.119563604558357,-0.11551905235155072,-0.10878198752505577,-0.08998967925262805,-0.0881444710037273,-0.08386482706920509,-0.0792141059809585,-0.07339912889544033,-0.0722967505889075,-0.061360034206025205,-0.05430848214271387,-0.04709303174075786,-0.039929916497714074,-0.026296948166265207
Customer Acquisition [Biggest Challenge],-0.02461847352551471,-0.02594862576614802,0.14222166316391602,0.13719707583037807,0.10908487265799613,-0.030420376690144267,-0.018472540464121102,-0.007344013365613875,-0.00979280985703784,0.0013137734321747464,0.026743352546282392,-0.03416526268711951,-0.016817830202515007,0.05861161530157762,-0.06000054322266638,0.1106311203914584,0.06389482813734558,0.0019930269487653833,0.06507799040814635,0.014664844938219516,-0.029032655183957756,0.044945186175629766,-0.01728518307669239,0.01204342110019337,-0.004692474873835423,-0.003794719123368555,0.05593862165879154,-0.01491877982510065,-0.002491230296714589,-0.003491865073623866,-0.011152757714808932,-0.005123182892901917,-0.1880856920961466,1.0,-0.1392287036354973,-0.10638781124327422,-0.10135367678144329,-0.09792512309566576,-0.09221413526283087,-0.07628395696440314,-0.07471977996300863,-0.07109193978802106,-0.06714953872277524,-0.062220201654071626,-0.061285719166822725,-0.052014700436543,-0.04603712280100371,-0.03992060907949949,-0.03384845970116245,-0.022291837006982222
Funding [Biggest Challenge],0.08457548260950161,-0.016620454834055217,-0.01248168043700851,-0.027984800909995024,0.004523885067210461,0.015098334957565778,0.015788557830853447,0.03239533352335665,0.022941692814382842,-0.026979684230491494,-0.018227933492529883,0.07087323724797014,0.061727229683573887,0.0351460532827699,0.036389757289593254,0.05412985327719723,-0.026728202779109003,0.021271336595896088,0.0006453908792934514,0.053133968906160255,-0.0008598321553315803,0.004968293425941515,0.014924324223558058,0.014209182380229723,0.02398518090155009,0.004936579307439008,-0.025148558671370502,0.026586364629206164,-0.020220972358909954,0.025623500009852567,0.01468621831618568,0.0152440491463466,-0.16424353011430917,-0.1392287036354973,1.0,-0.09290185492045114,-0.08850585857504305,-0.08551191600417664,-0.0805248657312388,-0.06661403237687148,-0.06524813394213594,-0.062080166882102536,-0.05863751337203759,-0.05433303006837502,-0.053517004666201656,-0.04542120095541432,-0.040201354397957335,-0.03486018360280185,-0.02955775342767075,-0.019466074011033088
Building The Team [Biggest Challenge],0.06484382976440338,0.04219740829305843,-0.053344633678964935,-0.04101402473543976,-0.012655393972707879,0.012269294463318123,-0.003189163662917314,-0.0007909544798591757,-0.023643184763579114,-0.010903047234599079,-0.019241166033299728,-0.010564023835227981,0.002855292838367423,-0.020391163565248453,0.06120065033841805,0.0047622268053820315,-0.01567259192625095,0.010773993379219601,0.013889134785949421,0.012985649714674386,0.02427815257685432,-0.0005784848989639784,0.015559391078721129,0.003196648861298055,0.012250944898038192,0.006703724475466352,-0.0034354828603111905,0.022002759232771788,0.004798874246916993,0.007829698598939111,-0.006567867529822118,0.002586779758547019,-0.12550220768753234,-0.10638781124327422,-0.09290185492045114,1.0,-0.0676293345419296,-0.06534159509751318,-0.06153087683867802,-0.05090129346616183,-0.049857579482923735,-0.0474368639780725,-0.044806254324752506,-0.0415171009730891,-0.04089355744946316,-0.03470737015793951,-0.030718766976459592,-0.026637457192377232,-0.022585749994991976,-0.014874468794562112
Business Model [Biggest Challenge],-0.030313348018431847,-0.010816247141271712,-0.03707148933788479,-0.040086937744949536,-0.016776562373052046,-0.00827978999573299,0.010174372437915151,-0.0072325457625782375,-0.009404771360380534,0.010976049494021914,0.016413433778814226,-0.002155732982172981,0.0033843923919177144,-0.02362955909323272,0.003832631750188764,0.03798364967354144,0.005890038310915132,0.03134631143801891,0.0010340920254972431,0.016787500325988525,0.010289875906104442,0.019393527039386467,0.0006791660080108766,-0.003937497406792658,0.0034874714301711767,0.010639617506923509,0.03701459722756181,0.008310919952419933,-0.006047309547883856,-0.0035742564137598546,0.017056768764003714,0.02127142949836483,-0.119563604558357,-0.10135367678144329,-0.08850585857504305,-0.0676293345419296,1.0,-0.06224971481697988,-0.058619314847302546,-0.04849270969519253,-0.04749838291589423,-0.04519221255680738,-0.04268607997051256,-0.039552565127109786,-0.03895852688141553,-0.03306506201991053,-0.029265194413459976,-0.025377006961656453,-0.021517021340202978,-0.014170628052981948
Over Capacity / Too Much To Do [Biggest Challenge],-0.00014107200433896512,0.037726613024831955,0.06480331710702827,0.08214985028072677,0.05798222170392775,0.002772982545464937,0.00614214279677003,0.016764432920482183,0.025298792674058476,-0.019832158580818816,-0.006862874111635843,0.03728166220082393,0.025031468422107486,0.047689965542077266,0.018776007130164796,0.049252178305616304,-0.021471094745160905,0.010956345222683461,0.021903734459626522,-0.006712703472276693,0.013852504828705781,0.0004171930133776925,0.01179470851965757,-0.00416361838074802,0.012779170643665726,0.016815534309267677,0.030135528780092038,-0.01878668137249305,0.010815541859958065,0.021544266882608562,-0.006634910224794889,0.012094195301825001,-0.11551905235155072,-0.09792512309566576,-0.08551191600417664,-0.06534159509751318,-0.06224971481697988,1.0,-0.05663636292727467,-0.046852316728320756,-0.04589162565769824,-0.04366346755366545,-0.04124211146871155,-0.03821459597537329,-0.03764065262985794,-0.03194654965944561,-0.028275222531253436,-0.024518563207907636,-0.020789151714100434,-0.013691269428967848
Minimum Viable Product [Biggest Challenge],-0.001846385308356855,-0.020290911637780504,-0.10672796127161163,-0.10444470447855878,-0.02505933425838374,0.01077801923234326,0.026061072568696726,0.018254908194489244,0.020849252111833316,-0.014861314075646347,0.004072113775789554,-0.003953512663077248,-0.009929763654164396,-0.03332471047802644,0.06559487956649103,0.003171576571002138,-0.014967554330047423,-0.023760457477191126,0.03359198812872193,0.0385246909839971,0.019376207793282793,-0.013198260056087489,-0.020733768916574243,-0.008913795533844436,-0.003436896253593286,-0.0029231063235694316,0.002876614250173292,0.019125633566503833,0.007413036266087719,-0.006059136532465287,-0.0037790857350844904,-0.014552520375750722,-0.10878198752505577,-0.09221413526283087,-0.0805248657312388,-0.06153087683867802,-0.058619314847302546,-0.05663636292727467,1.0,-0.0441198921745836,-0.04321522855473176,-0.04111701650968505,-0.038836873779431326,-0.03598592282437188,-0.03544545182342827,-0.030083428627394826,-0.026626213096890797,-0.023088641940185495,-0.019576729521097073,-0.012892795343329926
Product Market Fit [Biggest Challenge],-0.011083585018631888,-0.01026763136244393,0.02770143817073424,-0.0025033956421550378,-0.03881348654242475,0.02678986134599868,0.020876747674005516,0.03633499751603778,0.012672888817848237,0.06253288301726194,0.019911563725537342,-0.016004296947893046,-0.018864179127557713,0.01256254608630413,-0.0011051093490819911,0.03248833973346331,0.014671696115380788,0.005590744570052194,0.036943283015600396,0.0049663238886995635,-0.01829368508880901,-0.0008845881495422135,-0.0048607546866956675,0.03727094192440253,-0.003929896157599659,0.021842714449740733,-0.006142095892229992,-0.016876845346986143,0.0016994416783861319,0.008629982505424998,0.005193112305965883,-0.016966236850862425,-0.08998967925262805,-0.07628395696440314,-0.06661403237687148,-0.05090129346616183,-0.04849270969519253,-0.046852316728320756,-0.0441198921745836,1.0,-0.035749710452514794,-0.03401396878026815,-0.03212772531648044,-0.029769281902757985,-0.029322178359906685,-0.02488645551153199,-0.022026480953470203,-0.0191000323660893,-0.01619480991752811,-0.01066553888206139
Critical Mass [Biggest Challenge],0.021418367139624507,-0.0023654218069082606,0.13562874874026684,0.07247778999490674,-0.013403653330270226,0.009126518688938557,-0.022266183556940173,0.028740360023787423,-0.010826364388378773,0.04320786320299277,-0.0003523873972214721,0.02637559595903228,0.023381797509462034,0.0846703252731786,-0.008910167961653255,0.031473305354228556,0.031129383242858227,-0.014920190208154825,-0.027638716071887517,-0.0007292497925192441,0.05193211550521826,-0.011634827911334718,0.0300485731650834,0.005315184168719162,-0.002843177556411669,-0.006735558512652635,-0.005144608329095508,0.026451167592193594,0.03592019524930906,-0.009873605267193582,0.034028034201830946,0.03394658718074157,-0.0881444710037273,-0.07471977996300863,-0.06524813394213594,-0.049857579482923735,-0.04749838291589423,-0.04589162565769824,-0.04321522855473176,-0.035749710452514794,1.0,-0.03331652373666749,-0.03146895706366066,-0.029158872742651228,-0.028720936908275135,-0.024376167072050987,-0.021574835334911648,-0.01870839259618792,-0.01586274076140283,-0.010446845577585998
N/A [Biggest Challenge],-0.08605347446754046,0.0027217458645243642,-0.011436099312774,0.0018544851179487648,-0.055497424088238156,0.013580144791952563,0.005177307130869057,-0.015344084718990103,0.009539093810024117,0.0037295930322933314,0.018891041480569224,-0.07032493379404646,-0.05254343180192709,-0.1122952193652377,-0.08622263673761955,-0.08669676701929628,0.3064490850149944,-0.00837972220777119,0.13535116189890947,-0.0496628144749731,-0.02826388978436132,-0.018087870746037092,-0.014094363600303078,-0.007141944734647276,-0.009196398868743164,-0.01336315110339961,-0.021383459388712816,-0.004543489511114326,0.0004166768018992966,-0.023435450397642537,-0.008947716226122967,-0.01581148562068411,-0.08386482706920509,-0.07109193978802106,-0.062080166882102536,-0.0474368639780725,-0.04519221255680738,-0.04366346755366545,-0.04111701650968505,-0.03401396878026815,-0.03331652373666749,1.0,-0.029941057132000518,-0.02774313342911738,-0.027326460521566825,-0.023192640591379057,-0.02052732081553719,-0.017800051347016115,-0.015092563329837522,-0.0099396239810194
Staying Focused & Disciplined [Biggest Challenge],-0.031886312577691436,-0.014919341454513603,-0.036597750939305396,-0.02950616903222945,0.016864399066439,-0.00841045109737711,-0.007391541672917874,-0.014428805402066425,-0.0072319482226383455,-0.004395377945666805,-0.006024170720363193,0.01925037155380235,0.00927328019983951,0.0249696498132061,0.03700182606812821,0.006649180749370522,-0.017308220437060852,0.02297228365425034,0.025368621990548155,0.009349841606245286,0.006382247189876192,-0.0025320253670527842,0.01493803754950375,-0.008294724899742988,-0.006703471572956024,-0.0063609421821150215,0.004886656657547613,-0.0020960022074962325,0.029307892935848585,-0.011259414304816468,0.005154826017130606,-0.006949046312608128,-0.0792141059809585,-0.06714953872277524,-0.05863751337203759,-0.044806254324752506,-0.04268607997051256,-0.04124211146871155,-0.038836873779431326,-0.03212772531648044,-0.03146895706366066,-0.029941057132000518,1.0,-0.026204638923113116,-0.025811072597266522,-0.021906493508513047,-0.0193889789487723,-0.016812950114420966,-0.014255605751712506,-0.009388422476489711
Revenue [Biggest Challenge],-0.005961216264760541,0.039424056152671416,0.12090348665472382,0.12058445569073518,0.020384132339970936,-0.028432006969835204,-0.014416570902924355,-0.02604642262220031,-0.010864042414146275,0.015793792279598994,0.008189988195505675,0.006988136532649703,0.004761317178636408,0.08380309540262497,-0.014449058355444558,0.024128040105943122,0.03817034339546708,-0.0026070772930766786,-0.0052546606881395536,-0.017941380756012648,0.01179581156938418,0.05554795432338567,0.00904451722375611,-9.508209430662297e-05,-0.003404666565323324,0.022534294394066352,0.014186663276728784,-0.0157145275726569,0.018045483454882633,0.0028739993307752474,0.008432331978170164,-0.005253586983758497,-0.07339912889544033,-0.062220201654071626,-0.05433303006837502,-0.0415171009730891,-0.039552565127109786,-0.03821459597537329,-0.03598592282437188,-0.029769281902757985,-0.029158872742651228,-0.02774313342911738,-0.026204638923113116,1.0,-0.023916324258605615,-0.020298373891454568,-0.01796566593018285,-0.015578739130850035,-0.01320912520686863,-0.008699233841540008
Problem Solution Fit [Biggest Challenge],-0.009590125962013077,-0.01709521990933169,-0.052541634652201546,-0.06702761557439578,-0.03529963630491986,0.015142616543170782,0.006259144466524809,0.010167509814843984,0.009321621119891606,0.010399967406932513,-0.014963274787669184,-0.0048857667258470966,-0.005515654322943669,-0.02123509911874895,-0.007668473787558457,0.02926095296920893,0.015489257675671993,0.008538750094972798,0.0363366817742436,0.001020658632893663,-0.01405159308017084,0.03602555248273019,-0.014146857959127141,-0.0038533047007736736,-0.0027528684754178742,-0.012803906872710769,0.009707031757453547,0.007521459767775333,-0.009603820244966189,-0.020202830811761663,0.009088087384543954,-0.004921009274709133,-0.0722967505889075,-0.061285719166822725,-0.053517004666201656,-0.04089355744946316,-0.03895852688141553,-0.03764065262985794,-0.03544545182342827,-0.029322178359906685,-0.028720936908275135,-0.027326460521566825,-0.025811072597266522,-0.023916324258605615,1.0,-0.019993513501793302,-0.01769584037935912,-0.015344762729228936,-0.013010737933126206,-0.008568580428960814
Scaling [Biggest Challenge],0.024486483797452534,0.10226274506123424,0.11684066161434449,0.12803583894963808,0.09171118629370419,-0.03154400957845329,-0.011900789164258312,-0.02787485658538119,-0.017865792301231694,-0.0054417522557103516,-0.007611029489433454,0.029946265490571698,0.03384322330668923,0.07005699112851449,-0.025746833850402603,0.019570331753239755,0.039976238468108355,0.02966966694729115,0.015354714434934231,0.009096803300773816,-0.020595207959909188,-0.0023233792274354875,0.002649556069752173,0.02006271676677497,-0.0017328734197008691,0.02288229610257285,0.0060427689467017695,0.002207025521048522,-0.0044755709172483935,0.010626762268523104,0.0006377979188719566,-0.001372737069264022,-0.061360034206025205,-0.052014700436543,-0.04542120095541432,-0.03470737015793951,-0.03306506201991053,-0.03194654965944561,-0.030083428627394826,-0.02488645551153199,-0.024376167072050987,-0.023192640591379057,-0.021906493508513047,-0.020298373891454568,-0.019993513501793302,1.0,-0.015018895899707166,-0.013023478348327639,-0.01104253397447766,-0.007272365409722856
Leadership & Team Alignment [Biggest Challenge],-0.0015157421803720418,0.012835922713807724,0.01914023418869348,0.006918034926134529,-0.005184594851737393,-0.01068685160510387,-0.011696686063630505,-0.014447919151366851,-0.009561610554927918,0.005838821747149285,-0.010045684262376302,0.014180959743757911,0.0004870565505817421,0.03102375656759071,0.011771061914678839,0.015086555793222961,-0.0027847372212676277,0.0035095991344674658,-0.03613141385490106,0.026140212392574733,0.03339854395492248,0.01792969013638858,0.0038500268008283137,0.004010028396943195,-0.003970399518963068,-0.003730858389530156,0.018450998472017335,0.0143014714753294,-0.008267497130110919,0.01609001070786178,0.0043487764042539085,0.001238937963890653,-0.05430848214271387,-0.04603712280100371,-0.040201354397957335,-0.030718766976459592,-0.029265194413459976,-0.028275222531253436,-0.026626213096890797,-0.022026480953470203,-0.021574835334911648,-0.02052732081553719,-0.0193889789487723,-0.01796566593018285,-0.01769584037935912,-0.015018895899707166,1.0,-0.01152680813281607,-0.009773515724413507,-0.006436618429236877
Partnership [Biggest Challenge],0.011041890053636478,0.018021238772686257,-0.026450126180205993,-0.010303739422527856,0.020947892835526886,-0.009976744980044774,-0.0022565628785075694,-0.019451940628576265,-0.015355969407816519,-0.006896750493781194,0.004570484896214937,-0.008824587144932233,-0.0003634303603590475,-0.01081056086773611,-0.01570818191563764,0.029484267612234532,0.009434728410688752,0.016850156391524478,-0.006923437330554461,0.014100832964360882,0.010956671450109307,0.010636555306628366,-0.013619963535566283,0.024060282475396714,-0.015226552203894694,-0.00723863370391798,0.0016143395139419973,0.0036022565286896835,0.02954447412619254,0.004809829020044432,-0.011577928962504081,0.004314854757566609,-0.04709303174075786,-0.03992060907949949,-0.03486018360280185,-0.026637457192377232,-0.025377006961656453,-0.024518563207907636,-0.023088641940185495,-0.0191000323660893,-0.01870839259618792,-0.017800051347016115,-0.016812950114420966,-0.015578739130850035,-0.015344762729228936,-0.013023478348327639,-0.01152680813281607,1.0,-0.00847500184260564,-0.0055814462866912535
Legal [Biggest Challenge],0.017589037306180385,-0.003469076656304228,-0.018598755814554984,-0.02239337051053761,0.0035572119425932988,0.007683669105617227,0.0025229915923980196,0.0012211048326127279,0.0024438122259686167,-0.010033791776403664,0.009215207826488936,0.022801258720816165,-0.004522849659165999,0.029619889697779456,0.011916751808929493,0.01583759151079345,-0.008588993451978012,-0.0033244614640050942,-0.008437874506335569,0.010970058485674573,-0.01616575434943973,0.004807663572754944,0.004850456814813041,-0.014709210033116414,0.033017244521237055,0.0056997666376573195,0.006697991788264049,0.008730787291109567,0.008730787291110449,0.020543334403718208,0.014112597907179789,0.023505987184904178,-0.039929916497714074,-0.03384845970116245,-0.02955775342767075,-0.022585749994991976,-0.021517021340202978,-0.020789151714100434,-0.019576729521097073,-0.01619480991752811,-0.01586274076140283,-0.015092563329837522,-0.014255605751712506,-0.01320912520686863,-0.013010737933126206,-0.01104253397447766,-0.009773515724413507,-0.00847500184260564,1.0,-0.004732476885135123
Regulations [Biggest Challenge],0.005214930268400055,-0.0013597119290633891,0.005327016859910694,0.02790304511394201,0.008565216573532798,0.015366904436115839,0.011749039296842808,7.305371989848773e-05,0.0002525136262231386,-0.010921131441617013,0.00034217485743854296,0.000320724379678508,-0.009428862962497958,-0.015398934349646532,-0.013407755045270918,0.002039919597635226,0.008974401587354403,0.048209136078049976,-0.017157369430232605,0.046709152381037136,-0.017082833668824127,-0.006604060681322551,-0.011021723527482033,0.014862679554955559,-0.00850257117148711,0.03355110365725538,-0.008165253608798223,-0.007645980756104984,-0.0076459807561048265,-0.007348501700855435,-0.0064651645168181514,-0.00495790467028107,-0.026296948166265207,-0.022291837006982222,-0.019466074011033088,-0.014874468794562112,-0.014170628052981948,-0.013691269428967848,-0.012892795343329926,-0.01066553888206139,-0.010446845577585998,-0.0099396239810194,-0.009388422476489711,-0.008699233841540008,-0.008568580428960814,-0.007272365409722856,-0.006436618429236877,-0.0055814462866912535,-0.004732476885135123,1.0
